ID,CUSTOMER_ID,OFFER_ID,ACTIVATED,VERIFIED
19962615311,40395471,755066,2021-03-24 00:01:15.000,
19962858879,40408527,755066,2021-03-24 02:18:34.000,
19963143679,40439234,755066,2021-03-24 08:01:32.000,
19963140591,40442507,755066,2021-03-24 07:53:40.000,
19962876055,40438934,755066,2021-03-24 02:28:40.000,
19962877238,40405819,755066,2021-03-24 02:29:23.000,
19962599026,40397730,755066,2021-03-23 23:52:20.000,
19962881803,40441133,755066,2021-03-24 02:32:08.000,
19963138124,40402915,755066,2021-03-24 07:46:46.000,
19963137890,40438761,755066,,
19962885496,40441098,755066,2021-03-24 02:34:23.000,
19962894180,40398561,755066,2021-03-24 02:39:35.000,
19962901603,40410111,755066,2021-03-24 02:44:19.000,
19962403070,40437449,755066,2021-03-23 22:11:55.000,
19962622396,40439986,755066,2021-03-24 00:05:30.000,
19960191863,40427089,755066,2021-03-22 19:40:10.000,
19963132731,40442452,755066,2021-03-24 07:31:25.000,
19962909975,40412749,755066,2021-03-24 02:49:55.000,
19964532889,40446839,755066,2021-03-24 22:09:19.000,2021-03-24 22:09:50.000
19964512767,40433560,755066,2021-03-24 21:59:33.000,
19960734768,40392630,755066,2021-03-23 00:18:45.000,
19962610661,40438859,755066,2021-03-23 23:58:42.000,
19964515348,40447173,755066,2021-03-24 22:00:46.000,
19964517958,40445892,755066,2021-03-24 22:01:51.000,
19964522288,40447179,755066,2021-03-24 22:03:54.000,
19964525570,40447148,755066,2021-03-24 22:05:22.000,
19962581994,40426871,755066,2021-03-23 23:43:07.000,
19964532694,40447117,755066,2021-03-24 22:09:13.000,
19963162448,40442605,755066,2021-03-24 08:52:20.000,
19960213787,40403217,755066,2021-03-22 19:52:53.000,
19962910162,40441095,755066,2021-03-24 02:50:03.000,
19962612517,40425873,755066,2021-03-23 23:59:41.000,
19964535141,40447231,755066,2021-03-24 22:10:29.000,
19960058419,40422731,755066,2021-03-22 18:25:20.000,2021-03-23 01:29:22.000
19963161573,40442567,755066,2021-03-24 08:50:09.000,
19963159702,40417065,755066,2021-03-24 08:45:34.000,
19963158809,40392495,755066,2021-03-24 08:44:23.000,
19962833312,40440870,755066,2021-03-24 02:03:38.000,
19962834711,40437612,755066,2021-03-24 02:04:28.000,
19962836864,40440874,755066,2021-03-24 02:05:41.000,
19962839524,40417509,755066,2021-03-24 02:07:22.000,
19960843309,40431963,755066,2021-03-23 01:12:00.000,
19962630136,40440132,755066,,
19962446213,40427555,755066,2021-03-23 22:30:44.000,
19962446627,40436355,755066,2021-03-23 22:30:58.000,
19962632440,40440146,755066,2021-03-24 00:11:39.000,
19960024189,40416657,755066,2021-03-22 18:05:52.000,
19960166312,40429636,755066,2021-03-22 19:26:22.000,
19961317998,40392460,755066,2021-03-23 10:02:20.000,
19962449560,40391551,755066,2021-03-23 22:32:22.000,
19962632587,40429841,755066,2021-03-24 00:11:44.000,
19962450237,40439408,755066,2021-03-23 22:32:39.000,
19962452200,40402908,755066,2021-03-23 22:33:33.000,
19960818978,40424526,755066,2021-03-23 01:00:13.000,
19960020383,40428812,755066,2021-03-22 18:03:46.000,
19962456388,40422919,755066,2021-03-23 22:35:55.000,
19962633302,40440133,755066,2021-03-24 00:12:10.000,
19960847713,40413542,755066,2021-03-23 01:14:14.000,
19962638409,40433910,755066,2021-03-24 00:15:03.000,
19960850353,40431678,755066,2021-03-23 01:15:37.000,
19961299875,40400844,755066,2021-03-23 09:10:23.000,
19960852504,40426226,755066,2021-03-23 01:16:44.000,
19960015303,40429190,755066,2021-03-22 18:00:56.000,
19960014069,40428806,755066,2021-03-22 18:00:14.000,
19962931672,40429910,755066,2021-03-24 03:03:23.000,
19962911194,40441248,755066,2021-03-24 02:50:43.000,
19962911560,40409744,755066,2021-03-24 02:50:57.000,
19962913792,40420650,755066,2021-03-24 02:52:21.000,
19963128075,40442387,755066,2021-03-24 07:17:59.000,
19962411783,40396384,755066,2021-03-23 22:16:47.000,
19962918776,40441283,755066,2021-03-24 02:55:11.000,
19960041785,40429383,755066,2021-03-22 18:15:26.000,
19960041670,40428136,755066,2021-03-22 18:15:22.000,2021-03-23 22:22:54.000
19960809760,40432128,755066,2021-03-23 00:56:00.000,
19960182101,40393112,755066,2021-03-22 19:34:59.000,
19962920239,40441239,755066,2021-03-24 02:56:03.000,
19962649116,40412530,755066,2021-03-24 00:20:53.000,2021-03-24 01:02:56.000
19962931692,40433330,755066,2021-03-24 03:03:23.000,
19962418848,40432158,755066,2021-03-23 22:20:05.000,
19962623753,40439107,755066,2021-03-24 00:06:19.000,
19960811010,40394070,755066,2021-03-23 00:56:38.000,
19962624244,40397102,755066,2021-03-24 00:06:37.000,
19962937824,40430241,755066,2021-03-24 03:07:45.000,
19960033151,40428828,755066,2021-03-22 18:10:52.000,
19961334895,40434709,755066,2021-03-23 10:35:47.000,
19962940363,40432467,755066,2021-03-24 03:09:47.000,2021-03-24 20:05:21.000
19960814180,40432138,755066,2021-03-23 00:58:03.000,2021-03-23 01:30:40.000
19963494365,40439999,755066,2021-03-24 13:44:11.000,
19960708654,40431905,755066,2021-03-23 00:05:28.000,
19963584155,40443708,755066,2021-03-24 14:28:16.000,
19963974000,40391372,755066,2021-03-24 17:29:37.000,
19963970570,40430893,755066,2021-03-24 17:27:57.000,
19963970290,40426708,755066,2021-03-24 17:27:49.000,
19963470180,40432794,755066,2021-03-24 13:31:32.000,
19962396328,40399354,755066,2021-03-23 22:08:49.000,
19963580066,40443776,755066,2021-03-24 14:26:22.000,
19962393630,40420542,755066,2021-03-23 22:07:18.000,
19962301511,40399985,755066,2021-03-23 21:12:08.000,
19963491801,40442830,755066,2021-03-24 13:42:51.000,2021-03-24 13:45:37.000
19963974489,40444938,755066,2021-03-24 17:29:51.000,
19962386294,40439282,755066,2021-03-23 22:01:54.000,
19964545167,40409662,755066,2021-03-24 22:15:31.000,
19963498777,40443564,755066,2021-03-24 13:46:21.000,
19960715167,40427041,755066,2021-03-23 00:08:37.000,
19964537459,40394230,755066,2021-03-24 22:11:43.000,
19962298334,40405820,755066,2021-03-23 21:10:38.000,
19960434685,40424767,755066,2021-03-22 21:58:31.000,
19960434945,40431031,755066,2021-03-22 21:58:41.000,
19962294824,40438704,755066,2021-03-23 21:08:39.000,
19963509821,40443401,755066,2021-03-24 13:51:49.000,
19962372620,40439189,755066,2021-03-23 21:54:35.000,
19963427546,40443364,755066,2021-03-24 13:09:12.000,
19963748313,40444208,755066,2021-03-24 15:40:34.000,
19962090170,40433874,755066,2021-03-23 19:02:58.000,
19963403678,40438410,755066,2021-03-24 12:55:19.000,
19963612241,40410517,755066,2021-03-24 14:41:30.000,
19963062867,40410101,755066,2021-03-24 05:04:45.000,
19962094063,40437936,755066,2021-03-23 19:05:04.000,
19963611488,40394949,755066,2021-03-24 14:41:08.000,
19963412121,40443335,755066,2021-03-24 13:00:35.000,
19962097422,40437947,755066,2021-03-23 19:07:00.000,
19962099197,40437876,755066,2021-03-23 19:07:58.000,
19963605802,40439551,755066,2021-03-24 14:38:26.000,
19962292875,40404065,755066,2021-03-23 21:07:33.000,2021-03-24 00:17:55.000
19963427606,40413702,755066,2021-03-24 13:09:14.000,
19962103158,40432096,755066,2021-03-23 19:10:06.000,
19963429167,40443356,755066,2021-03-24 13:10:05.000,
19963991237,40445066,755066,2021-03-24 17:38:06.000,
19963596312,40443835,755066,2021-03-24 14:34:08.000,
19963062335,40406806,755066,2021-03-24 05:04:02.000,
19963988471,40401157,755066,2021-03-24 17:36:43.000,
19962110870,40436982,755066,2021-03-23 19:14:19.000,
19963986225,40444940,755066,2021-03-24 17:35:37.000,
19963458498,40401704,755066,2021-03-24 13:25:45.000,
19963586850,40443754,755066,2021-03-24 14:29:35.000,
19962251831,40437151,755066,2021-03-23 20:40:55.000,
19962264350,40419489,755066,2021-03-23 20:48:48.000,
19959951034,40428881,755066,2021-03-22 17:25:21.000,2021-03-22 18:19:06.000
19960470163,40431195,755066,2021-03-22 22:16:01.000,
19962261654,40433198,755066,2021-03-23 20:47:10.000,
19962219859,40403472,755066,2021-03-23 20:20:35.000,2021-03-23 22:13:08.000
19962260533,40419383,755066,2021-03-23 20:46:25.000,
19962220343,40438618,755066,2021-03-23 20:20:54.000,
19959951514,40428916,755066,2021-03-22 17:25:37.000,2021-03-22 17:48:43.000
19963191486,40428721,755066,2021-03-24 09:53:22.000,
19962222041,40393651,755066,2021-03-23 20:21:57.000,
19962260008,40438786,755066,2021-03-23 20:46:04.000,
19963197370,40442668,755066,2021-03-24 10:02:59.000,
19962247787,40391725,755066,2021-03-23 20:38:25.000,
19959978667,40418474,755066,2021-03-22 17:40:29.000,
19962230276,40432415,755066,2021-03-23 20:27:03.000,
19962246066,40415126,755066,2021-03-23 20:37:24.000,
19962231541,40438685,755066,2021-03-23 20:27:55.000,
19963189243,40442701,755066,2021-03-24 09:49:14.000,
19962232204,40404113,755066,2021-03-23 20:28:22.000,
19962241325,40438494,755066,2021-03-23 20:34:27.000,
19962239611,40438689,755066,2021-03-23 20:33:23.000,
19963173794,40433299,755066,2021-03-24 09:18:28.000,
19963183673,40442683,755066,2021-03-24 09:38:47.000,
19962210957,40438399,755066,2021-03-23 20:15:06.000,
19962292169,40399798,755066,2021-03-23 21:07:10.000,
19960441351,40412160,755066,2021-03-22 22:02:11.000,
19962361831,40439175,755066,2021-03-23 21:48:45.000,
19962361701,40439155,755066,2021-03-23 21:48:41.000,
19962361402,40439185,755066,2021-03-23 21:48:31.000,
19962358841,40439176,755066,2021-03-23 21:46:57.000,
19962287615,40433497,755066,2021-03-23 21:04:39.000,
19962286508,40394212,755066,2021-03-23 21:03:57.000,
19962208888,40427822,755066,2021-03-23 20:13:51.000,
19960444277,40429555,755066,2021-03-22 22:03:49.000,
19962350393,40439127,755066,2021-03-23 21:38:22.000,
19962089652,40410644,755066,2021-03-23 19:02:42.000,
19962340622,40439102,755066,2021-03-23 21:34:00.000,
19962326837,40432018,755066,2021-03-23 21:27:25.000,
19963283592,40403227,755066,2021-03-24 11:38:28.000,
19963266135,40393139,755066,2021-03-24 11:24:06.000,2021-03-24 11:28:34.000
19963257557,40442845,755066,2021-03-24 11:16:41.000,
19962321987,40438798,755066,2021-03-23 21:25:12.000,
19962274087,40406411,755066,2021-03-23 20:54:47.000,
19963245637,40442820,755066,2021-03-24 11:05:42.000,
19962271097,40401393,755066,2021-03-23 20:52:59.000,
19963212852,40442770,755066,2021-03-24 10:27:46.000,
19960251162,40430399,755066,2021-03-22 20:14:55.000,
19963085229,40439625,755066,2021-03-24 05:41:15.000,
19960283144,40408814,755066,2021-03-22 20:32:50.000,
19961219751,40425169,755066,,
19964713620,40444335,755066,2021-03-24 23:37:52.000,
19961228204,40433736,755066,2021-03-23 05:50:34.000,
19961233762,40434120,755066,2021-03-23 05:59:44.000,
19963083860,40404319,755066,2021-03-24 05:38:35.000,
19961237493,40433350,755066,2021-03-23 06:05:57.000,
19960267231,40405932,755066,2021-03-22 20:24:00.000,
19963083626,40433679,755066,2021-03-24 05:38:10.000,
19964718450,40435710,755066,2021-03-24 23:39:50.000,
19960286462,40430455,755066,2021-03-22 20:34:42.000,
19963674601,40429590,755066,2021-03-24 15:09:15.000,
19963674469,40402468,755066,2021-03-24 15:09:12.000,
19961244962,40409218,755066,2021-03-23 06:19:44.000,
19960243044,40396213,755066,2021-03-22 20:10:00.000,
19960237837,40406358,755066,2021-03-22 20:06:56.000,
19960408592,40430959,755066,2021-03-22 21:43:41.000,
19960234610,40430342,755066,2021-03-22 20:05:01.000,2021-03-22 20:18:11.000
19963658970,40391033,755066,2021-03-24 15:02:30.000,
19961249004,40434190,755066,2021-03-23 06:29:41.000,
19964734871,40448052,755066,2021-03-24 23:47:18.000,
19964735550,40448086,755066,2021-03-24 23:47:37.000,
19963089900,40442115,755066,2021-03-24 05:49:16.000,
19961199733,40408960,755066,2021-03-23 05:10:49.000,
19962695620,40423523,755066,2021-03-24 00:46:50.000,
19961207411,40433436,755066,2021-03-23 05:20:57.000,
19963685414,40404699,755066,2021-03-24 15:13:46.000,
19964692306,40446870,755066,2021-03-24 23:27:53.000,
19963090373,40442075,755066,2021-03-24 05:50:12.000,
19961209690,40433960,755066,2021-03-23 05:24:04.000,
19961211519,40402052,755066,2021-03-23 05:26:33.000,
19964030571,40412877,755066,2021-03-24 17:57:51.000,
19960308247,40409460,755066,2021-03-22 20:46:45.000,
19962709760,40440382,755066,2021-03-24 00:55:09.000,
19964736071,40428887,755066,2021-03-24 23:47:51.000,
19961215147,40433971,755066,2021-03-23 05:31:41.000,
19964699881,40405921,755066,2021-03-24 23:31:32.000,
19962712095,40440425,755066,2021-03-24 00:56:26.000,
19960302583,40404407,755066,2021-03-22 20:43:40.000,
19960301340,40424527,755066,2021-03-22 20:43:02.000,
19964704918,40390802,755066,2021-03-24 23:33:53.000,
19962713199,40440410,755066,2021-03-24 00:57:03.000,
19963679012,40414575,755066,2021-03-24 15:11:08.000,
19960289012,40428846,755066,2021-03-22 20:36:11.000,
19960288397,40429773,755066,2021-03-22 20:35:50.000,
19963795764,40444284,755066,2021-03-24 16:01:44.000,
19963826634,40444297,755066,2021-03-24 16:16:54.000,
19963819009,40444453,755066,2021-03-24 16:13:14.000,
19963814496,40401262,755066,2021-03-24 16:11:04.000,
19963814152,40443936,755066,2021-03-24 16:10:54.000,
19963811059,40437844,755066,2021-03-24 16:09:22.000,
19963638028,40436522,755066,2021-03-24 14:53:03.000,
19962076821,40437835,755066,2021-03-23 18:55:11.000,
19963807417,40396489,755066,2021-03-24 16:07:37.000,
19963800328,40444346,755066,2021-03-24 16:03:58.000,
19962080112,40407575,755066,2021-03-23 18:57:00.000,
19962080680,40402379,755066,2021-03-23 18:57:20.000,
19963827699,40408996,755066,2021-03-24 16:17:24.000,
19963786465,40444222,755066,2021-03-24 15:57:25.000,
19963777047,40444292,755066,2021-03-24 15:53:03.000,
19963064663,40441703,755066,2021-03-24 05:07:17.000,
19960700577,40429533,755066,2021-03-23 00:01:17.000,
19963624854,40438687,755066,2021-03-24 14:47:25.000,
19963757371,40423180,755066,2021-03-24 15:44:29.000,
19960705628,40431592,755066,2021-03-23 00:03:52.000,
19963756051,40444188,755066,2021-03-24 15:43:56.000,
19962088395,40428986,755066,,
19963749366,40444240,755066,2021-03-24 15:41:01.000,
19963619468,40409352,755066,2021-03-24 14:44:48.000,
19962066077,40428209,755066,2021-03-23 18:49:04.000,
19963077380,40406113,755066,2021-03-24 05:27:06.000,
19961249346,40434206,755066,2021-03-23 06:30:39.000,
19960229581,40424744,755066,2021-03-22 20:02:02.000,
19960228796,40430298,755066,2021-03-22 20:01:36.000,
19961252719,40393636,755066,2021-03-23 06:38:02.000,2021-03-24 06:21:23.000
19963074882,40437069,755066,2021-03-24 05:23:06.000,
19960220100,40430233,755066,2021-03-22 19:56:33.000,
19963074703,40440109,755066,2021-03-24 05:22:52.000,
19963074286,40442047,755066,2021-03-24 05:22:17.000,
19963651789,40395398,755066,2021-03-24 14:59:25.000,
19963648825,40443983,755066,2021-03-24 14:58:06.000,
19962689361,40424635,755066,2021-03-24 00:43:07.000,
19963839694,40444467,755066,2021-03-24 16:23:15.000,
19963646674,40443947,755066,2021-03-24 14:57:04.000,
19962067937,40413276,755066,2021-03-23 18:50:05.000,
19962067966,40437459,755066,2021-03-23 18:50:06.000,
19962068392,40431716,755066,2021-03-23 18:50:19.000,
19962069333,40437782,755066,2021-03-23 18:50:49.000,
19962069477,40437530,755066,2021-03-23 18:50:55.000,
19963642870,40428703,755066,2021-03-24 14:55:21.000,
19960415089,40408758,755066,2021-03-22 21:47:33.000,
19960416563,40430956,755066,2021-03-22 21:48:24.000,
19961108522,40433460,755066,2021-03-23 03:42:55.000,
19963039722,40441754,755066,2021-03-24 04:36:18.000,
19961074486,40433191,755066,2021-03-23 03:18:21.000,
19961074742,40430495,755066,2021-03-23 03:18:30.000,
19961825886,40436452,755066,2021-03-23 16:31:04.000,
19961818629,40436585,755066,2021-03-23 16:26:52.000,
19961809156,40436441,755066,2021-03-23 16:21:36.000,
19961105796,40431347,755066,2021-03-23 03:40:47.000,2021-03-23 04:37:13.000
19963044011,40441825,755066,2021-03-24 04:41:35.000,
19961106638,40425598,755066,2021-03-23 03:41:25.000,
19961106738,40397736,755066,2021-03-23 03:41:30.000,
19961108353,40413159,755066,2021-03-23 03:42:47.000,
19961072326,40394888,755066,2021-03-23 03:16:51.000,
19961786187,40433979,755066,2021-03-23 16:09:10.000,
19961781043,40399391,755066,2021-03-23 16:06:19.000,
19961780591,40436418,755066,2021-03-23 16:06:02.000,
19961113954,40407405,755066,2021-03-23 03:47:00.000,
19960951017,40432563,755066,2021-03-23 02:07:34.000,
19961605828,40435618,755066,2021-03-23 14:22:51.000,
19961767618,40396664,755066,2021-03-23 15:58:08.000,
19961124144,40427684,755066,2021-03-23 03:54:50.000,
19961126665,40433359,755066,2021-03-23 03:56:51.000,
19961601524,40435650,755066,2021-03-23 14:20:15.000,
19960957201,40432842,755066,2021-03-23 02:11:04.000,
19962036452,40428155,755066,2021-03-23 18:33:53.000,
19962052813,40437746,755066,2021-03-23 18:42:09.000,
19961623354,40425051,755066,2021-03-23 14:34:15.000,
19961060923,40432947,755066,2021-03-23 03:09:04.000,
19962047874,40437725,755066,2021-03-23 18:39:33.000,
19961630183,40429319,755066,2021-03-23 14:38:34.000,
19961054994,40433004,755066,2021-03-23 03:05:15.000,
19963015033,40441505,755066,2021-03-24 04:09:16.000,
19962045807,40437636,755066,2021-03-23 18:38:28.000,
19963017917,40408622,755066,2021-03-24 04:12:17.000,
19960931515,40411245,755066,2021-03-23 01:56:35.000,
19961026632,40430247,755066,2021-03-23 02:48:00.000,
19961601010,40393706,755066,2021-03-23 14:19:55.000,
19962034018,40437639,755066,2021-03-23 18:32:31.000,
19963021502,40441753,755066,2021-03-24 04:15:58.000,
19962033981,40399656,755066,2021-03-23 18:32:30.000,
19961024764,40430915,755066,2021-03-23 02:46:56.000,
19962031496,40435791,755066,2021-03-23 18:31:08.000,
19963028790,40441442,755066,2021-03-24 04:24:02.000,
19960990104,40401819,755066,2021-03-23 02:28:12.000,
19960986112,40432751,755066,2021-03-23 02:26:11.000,
19960942873,40431634,755066,2021-03-23 02:03:01.000,
19960942889,40432798,755066,2021-03-23 02:03:02.000,
19962206605,40396441,755066,2021-03-23 20:12:21.000,
19961158375,40427648,755066,2021-03-23 04:23:05.000,
19961486977,40435131,755066,2021-03-23 13:04:09.000,
19961159489,40433482,755066,2021-03-23 04:24:03.000,
19961160331,40397103,755066,2021-03-23 04:24:48.000,
19961161389,40433638,755066,2021-03-23 04:25:49.000,
19961448401,40435126,755066,2021-03-23 12:36:18.000,
19961433249,40412746,755066,2021-03-23 12:24:37.000,
19964099738,40445540,755066,2021-03-24 18:33:01.000,
19964100251,40393768,755066,2021-03-24 18:33:17.000,2021-03-24 23:56:06.000
19960742452,40431038,755066,2021-03-23 00:22:30.000,
19961414063,40434979,755066,2021-03-23 12:07:56.000,
19960966422,40424076,755066,2021-03-23 02:15:54.000,
19962201279,40438531,755066,2021-03-23 20:09:01.000,
19962193309,40433961,755066,2021-03-23 20:03:52.000,
19962190903,40438459,755066,2021-03-23 20:02:17.000,
19964115800,40445636,755066,,
19962184929,40399767,755066,2021-03-23 19:58:20.000,
19962183121,40414620,755066,2021-03-23 19:57:12.000,2021-03-24 07:09:25.000
19962179956,40438018,755066,2021-03-23 19:55:15.000,
19963963188,40444973,755066,2021-03-24 17:24:37.000,
19962164725,40414421,755066,2021-03-23 19:46:10.000,
19962160322,40438301,755066,2021-03-23 19:43:32.000,
19963958710,40444767,755066,2021-03-24 17:22:25.000,
19961733725,40436207,755066,2021-03-23 15:37:44.000,
19961599824,40432255,755066,2021-03-23 14:19:10.000,
19961757963,40390734,755066,2021-03-23 15:52:30.000,
19961754184,40436283,755066,2021-03-23 15:50:06.000,
19961131209,40413168,755066,2021-03-23 04:00:38.000,
19961582640,40434579,755066,2021-03-23 14:08:42.000,
19963050399,40421987,755066,2021-03-24 04:49:06.000,
19961579368,40435577,755066,2021-03-23 14:06:32.000,
19961745198,40396060,755066,2021-03-23 15:44:41.000,
19961572524,40435504,755066,2021-03-23 14:02:04.000,
19963052320,40409052,755066,2021-03-24 04:51:09.000,
19961736204,40436194,755066,2021-03-23 15:39:13.000,
19964314220,40446394,755066,2021-03-24 20:21:28.000,
19961147393,40390382,755066,2021-03-23 04:13:37.000,
19963054686,40423967,755066,2021-03-24 04:54:10.000,
19961149505,40412531,755066,2021-03-23 04:15:23.000,
19961526887,40432354,755066,2021-03-23 13:31:27.000,
19961518797,40435360,755066,2021-03-23 13:25:55.000,
19961149684,40433680,755066,2021-03-23 04:15:32.000,
19961564525,40435505,755066,2021-03-23 13:56:46.000,
19963057454,40441928,755066,2021-03-24 04:57:26.000,
19963058691,40441858,755066,2021-03-24 04:59:04.000,
