ID,CUSTOMER_ID,OFFER_REWARD_ID,FINISHED,CREATED_AT
2730101810,40416648,749848,2021-03-24 23:42:53.000,2021-03-24 23:42:53.000
2727474878,40424918,749848,2021-03-22 13:39:19.000,2021-03-22 13:39:19.000
2726951672,40421942,749848,2021-03-21 22:49:44.000,2021-03-21 22:49:44.000
2723257531,40399856,750502,2021-03-19 05:45:21.000,2021-03-19 05:45:21.000
2721961009,40391753,750595,2021-03-18 06:11:14.000,2021-03-18 06:11:14.000
2729667592,40441697,749430,2021-03-24 16:49:04.000,2021-03-24 16:49:04.000
2726473998,40420064,749430,2021-03-21 17:06:38.000,2021-03-21 17:06:38.000
2729562521,40408740,748535,,2021-03-24 15:13:32.000
2729842286,40433580,748535,2021-03-24 19:41:54.000,2021-03-24 19:41:54.000
2728232761,40401819,748535,2021-03-23 02:42:43.000,2021-03-23 02:42:43.000
2725801604,40415620,748535,2021-03-21 02:09:12.000,2021-03-21 02:09:12.000
2726435775,40420260,748535,2021-03-21 16:40:26.000,2021-03-21 16:40:26.000
2724037797,40403301,748535,2021-03-19 21:29:30.000,2021-03-19 21:29:30.000
2723535473,40401680,748535,2021-03-19 14:26:39.000,2021-03-19 14:26:39.000
2723255328,40398655,748535,2021-03-19 05:38:58.000,2021-03-19 05:38:58.000
2725671562,40415409,748737,2021-03-21 00:11:30.000,2021-03-21 00:11:30.000
2728889653,40412649,748737,2021-03-23 21:33:25.000,2021-03-23 21:33:25.000
2724556346,40409310,748737,2021-03-20 05:39:53.000,2021-03-20 05:39:53.000
2725074778,40412258,748737,2021-03-20 16:42:19.000,2021-03-20 16:42:19.000
2726432916,40420178,748537,2021-03-21 16:38:27.000,2021-03-21 16:38:27.000
2726667003,40421498,748537,2021-03-21 19:17:05.000,2021-03-21 19:17:05.000
2728183758,40424076,750321,2021-03-23 01:49:17.000,2021-03-23 01:49:17.000
2728347776,40433991,750321,2021-03-23 06:37:43.000,2021-03-23 06:37:43.000
2725681919,40415465,679980,2021-03-21 00:20:44.000,2021-03-21 00:20:44.000
2725187333,40412780,679980,2021-03-20 17:57:04.000,2021-03-20 17:57:04.000
2728353774,40434363,679980,2021-03-23 07:16:43.000,2021-03-23 07:16:43.000
2728392461,40432143,679980,2021-03-23 10:52:24.000,2021-03-23 10:52:24.000
2721898786,40390655,679980,2021-03-18 03:59:20.000,2021-03-18 03:59:20.000
2729433427,40394880,679980,2021-03-24 13:05:23.000,2021-03-24 13:05:23.000
2722458865,40394583,788002,2021-03-18 17:40:19.000,2021-03-18 17:40:19.000
2721975692,40391958,788002,2021-03-18 07:10:59.000,2021-03-18 07:10:59.000
2728716239,40437282,779703,2021-03-23 18:10:06.000,2021-03-23 18:10:06.000
2728361109,40434480,779703,2021-03-23 08:07:20.000,2021-03-23 08:07:20.000
2727943240,40431130,779703,2021-03-22 22:05:23.000,2021-03-22 22:05:23.000
2727134835,40422556,785247,2021-03-22 01:33:09.000,2021-03-22 01:33:09.000
2729243951,40391772,785247,2021-03-24 04:27:36.000,2021-03-24 04:27:36.000
2729748911,40443967,785247,2021-03-24 18:09:43.000,2021-03-24 18:09:43.000
2729793038,40439969,785247,2021-03-24 18:54:52.000,2021-03-24 18:54:52.000
2728116635,40427277,785247,2021-03-23 00:43:03.000,2021-03-23 00:43:03.000
2728183004,40416788,785247,2021-03-23 01:48:33.000,2021-03-23 01:48:33.000
2725552962,40414878,785247,2021-03-20 22:27:17.000,2021-03-20 22:27:17.000
2725568299,40414932,785247,2021-03-20 22:39:48.000,2021-03-20 22:39:48.000
2727617815,40428161,785247,2021-03-22 16:13:00.000,2021-03-22 16:13:00.000
2725196959,40412965,785247,2021-03-20 18:03:49.000,2021-03-20 18:03:49.000
2726940630,40390753,785247,2021-03-21 22:39:52.000,2021-03-21 22:39:52.000
2729512977,40443708,785247,2021-03-24 14:28:49.000,2021-03-24 14:28:49.000
2728674267,40436311,785247,2021-03-23 17:18:41.000,2021-03-23 17:18:41.000
2725861338,40416676,785247,2021-03-21 03:08:35.000,2021-03-21 03:08:35.000
2727075158,40424024,785247,2021-03-22 00:37:55.000,2021-03-22 00:37:55.000
2728345696,40434154,785247,2021-03-23 06:28:48.000,2021-03-23 06:28:48.000
2728384191,40434699,785247,2021-03-23 10:24:07.000,2021-03-23 10:24:07.000
2723376252,40400920,785247,2021-03-19 11:34:30.000,2021-03-19 11:34:30.000
2726335990,40392229,785247,2021-03-21 15:33:20.000,2021-03-21 15:33:20.000
2725339306,40391840,785247,2021-03-20 19:51:02.000,2021-03-20 19:51:02.000
2722728184,40393831,785247,2021-03-18 21:10:54.000,2021-03-18 21:10:54.000
2724227179,40406232,785247,2021-03-20 00:03:34.000,2021-03-20 00:03:34.000
2726623723,40421304,785247,2021-03-21 18:48:52.000,2021-03-21 18:48:52.000
2727914318,40430455,779444,2021-03-22 21:32:59.000,2021-03-22 21:32:59.000
2728370130,40434551,779444,2021-03-23 09:07:28.000,2021-03-23 09:07:28.000
2727644435,40425505,777309,2021-03-22 16:40:15.000,2021-03-22 16:40:15.000
2727653845,40428721,777309,2021-03-22 16:49:26.000,2021-03-22 16:49:26.000
2722364392,40394111,777309,2021-03-18 16:30:02.000,2021-03-18 16:30:02.000
2723806406,40403115,777309,2021-03-19 18:08:14.000,2021-03-19 18:08:14.000
2724869980,40411226,777309,2021-03-20 14:35:43.000,2021-03-20 14:35:43.000
2725920699,40397551,777309,2021-03-21 04:25:57.000,2021-03-21 04:25:57.000
2730012261,40418383,777309,2021-03-24 22:21:28.000,2021-03-24 22:21:28.000
2730025990,40446867,777309,2021-03-24 22:34:28.000,2021-03-24 22:34:28.000
2726092062,40418640,777309,2021-03-21 12:39:31.000,2021-03-21 12:39:31.000
2726140902,40402822,777309,2021-03-21 13:24:10.000,2021-03-21 13:24:10.000
2726702759,40420170,777309,2021-03-21 19:43:07.000,2021-03-21 19:43:07.000
2724245425,40406975,777309,2021-03-20 00:18:25.000,2021-03-20 00:18:25.000
2726607433,40394611,777309,2021-03-21 18:39:08.000,2021-03-21 18:39:08.000
2723181453,40399209,777309,2021-03-19 03:30:44.000,2021-03-19 03:30:44.000
2725501714,40414611,777309,2021-03-20 21:47:43.000,2021-03-20 21:47:43.000
2729722053,40401157,777309,2021-03-24 17:42:29.000,2021-03-24 17:42:29.000
2729724726,40440410,777309,2021-03-24 17:45:04.000,2021-03-24 17:45:04.000
2729780381,40417899,777309,2021-03-24 18:41:41.000,2021-03-24 18:41:41.000
2729206049,40441399,777309,2021-03-24 03:20:45.000,2021-03-24 03:20:45.000
2728939049,40439426,777309,2021-03-23 22:25:15.000,2021-03-23 22:25:15.000
2729675928,40399712,777309,2021-03-24 16:57:20.000,2021-03-24 16:57:20.000
2729681637,40431987,777309,2021-03-24 17:02:58.000,2021-03-24 17:02:58.000
2729698782,40444949,777309,2021-03-24 17:20:22.000,2021-03-24 17:20:22.000
2729532604,40431964,777309,2021-03-24 14:47:39.000,2021-03-24 14:47:39.000
2721845117,40390711,777309,2021-03-18 02:53:02.000,2021-03-18 02:53:02.000
2728333137,40399572,780868,2021-03-23 05:43:06.000,2021-03-23 05:43:06.000
2728512449,40435438,724857,2021-03-23 14:12:01.000,2021-03-23 14:12:01.000
2724333841,40407448,762049,2021-03-20 01:28:26.000,2021-03-20 01:28:26.000
2724347515,40407418,762049,2021-03-20 01:39:41.000,2021-03-20 01:39:41.000
2723279261,40400402,762049,2021-03-19 07:08:48.000,2021-03-19 07:08:48.000
2726674374,40421452,762049,2021-03-21 19:22:42.000,2021-03-21 19:22:42.000
2726680376,40412099,762049,2021-03-21 19:27:02.000,2021-03-21 19:27:02.000
2723881766,40403615,762049,2021-03-19 19:13:08.000,2021-03-19 19:13:08.000
2724012112,40404448,762049,2021-03-19 21:07:55.000,2021-03-19 21:07:55.000
2723553976,40401817,762049,2021-03-19 14:44:34.000,2021-03-19 14:44:34.000
2723613984,40402200,762049,2021-03-19 15:39:07.000,2021-03-19 15:39:07.000
2723667148,40399908,762049,2021-03-19 16:23:59.000,2021-03-19 16:23:59.000
2729447265,40406935,762049,2021-03-24 13:20:42.000,2021-03-24 13:20:42.000
2727747983,40409307,762049,2021-03-22 18:30:27.000,2021-03-22 18:30:27.000
2727758099,40429589,762049,2021-03-22 18:41:16.000,2021-03-22 18:41:16.000
2727838163,40430342,762049,2021-03-22 20:09:41.000,2021-03-22 20:09:41.000
2723162421,40399009,762049,2021-03-19 03:08:00.000,2021-03-19 03:08:00.000
2723182506,40399212,762049,2021-03-19 03:32:13.000,2021-03-19 03:32:13.000
2723215265,40399463,762049,2021-03-19 04:19:54.000,2021-03-19 04:19:54.000
2723859037,40403341,762049,2021-03-19 18:53:29.000,2021-03-19 18:53:29.000
2728819442,40438536,762049,2021-03-23 20:08:33.000,2021-03-23 20:08:33.000
2728866688,40438779,762049,2021-03-23 21:08:36.000,2021-03-23 21:08:36.000
2726315665,40415312,762049,2021-03-21 15:21:04.000,2021-03-21 15:21:04.000
2726415731,40420185,762049,2021-03-21 16:26:51.000,2021-03-21 16:26:51.000
2726201629,40419165,762049,2021-03-21 14:10:35.000,2021-03-21 14:10:35.000
2721967670,40391859,762049,2021-03-18 06:34:13.000,2021-03-18 06:34:13.000
2722863932,40396973,762049,2021-03-18 22:55:20.000,2021-03-18 22:55:20.000
2722780138,40396411,762049,2021-03-18 21:52:16.000,2021-03-18 21:52:16.000
2722802092,40396541,762049,2021-03-18 22:10:47.000,2021-03-18 22:10:47.000
2722862726,40392229,762049,2021-03-18 22:54:25.000,2021-03-18 22:54:25.000
2726922625,40402703,762049,2021-03-21 22:23:32.000,2021-03-21 22:23:32.000
2727037407,40421944,762049,2021-03-22 00:03:59.000,2021-03-22 00:03:59.000
2727038607,40421292,762049,2021-03-22 00:05:04.000,2021-03-22 00:05:04.000
2728674729,40436698,762049,2021-03-23 17:19:12.000,2021-03-23 17:19:12.000
2725756132,40398728,762049,2021-03-21 01:27:31.000,2021-03-21 01:27:31.000
2725772523,40412470,762049,2021-03-21 01:42:09.000,2021-03-21 01:42:09.000
2726876450,40422767,762049,2021-03-21 21:46:20.000,2021-03-21 21:46:20.000
2729985744,40447037,762049,2021-03-24 21:56:45.000,2021-03-24 21:56:45.000
2730037824,40447175,762049,2021-03-24 22:45:13.000,2021-03-24 22:45:13.000
2727379904,40426885,762049,2021-03-22 11:08:17.000,2021-03-22 11:08:17.000
2727602502,40428260,762049,2021-03-22 15:57:29.000,2021-03-22 15:57:29.000
2722265999,40393413,762049,2021-03-18 15:12:40.000,2021-03-18 15:12:40.000
2722306036,40393558,762049,2021-03-18 15:44:38.000,2021-03-18 15:44:38.000
2721769733,40390216,762049,2021-03-18 01:41:20.000,2021-03-18 01:41:20.000
2721770351,40390239,762049,2021-03-18 01:41:55.000,2021-03-18 01:41:55.000
2725243974,40413177,762049,2021-03-20 18:37:43.000,2021-03-20 18:37:43.000
2724478319,40408096,762049,2021-03-20 03:39:39.000,2021-03-20 03:39:39.000
2724488216,40390047,762049,2021-03-20 03:50:37.000,2021-03-20 03:50:37.000
2724578651,40395854,762049,2021-03-20 06:39:46.000,2021-03-20 06:39:46.000
2724632806,40410200,762049,2021-03-20 10:30:13.000,2021-03-20 10:30:13.000
2725927738,40417217,762049,2021-03-21 04:38:27.000,2021-03-21 04:38:27.000
2729801367,40445837,762049,2021-03-24 19:02:51.000,2021-03-24 19:02:51.000
2728517504,40432679,762049,2021-03-23 14:18:09.000,2021-03-23 14:18:09.000
2728537136,40426154,762049,2021-03-23 14:43:10.000,2021-03-23 14:43:10.000
2728608582,40436418,762049,2021-03-23 16:04:09.000,2021-03-23 16:04:09.000
2725612853,40415218,762049,2021-03-20 23:19:47.000,2021-03-20 23:19:47.000
2727662568,40427907,774743,2021-03-22 16:57:38.000,2021-03-22 16:57:38.000
2729590853,40443931,743118,2021-03-24 15:37:09.000,2021-03-24 15:37:09.000
2730008421,40447117,743118,2021-03-24 22:17:50.000,2021-03-24 22:17:50.000
2728788700,40401309,743118,2021-03-23 19:30:48.000,2021-03-23 19:30:48.000
2723550760,40401788,743118,,2021-03-19 14:41:29.000
2729189471,40427649,789809,2021-03-24 02:56:47.000,2021-03-24 02:56:47.000
2726496111,40420088,789809,2021-03-21 17:22:08.000,2021-03-21 17:22:08.000
2727346142,40426375,774733,2021-03-22 08:29:49.000,2021-03-22 08:29:49.000
2722018963,40392430,732858,2021-03-18 10:31:34.000,2021-03-18 10:31:34.000
2729235535,40441542,688408,2021-03-24 04:09:01.000,2021-03-24 04:09:01.000
2728268026,40433146,688408,2021-03-23 03:29:13.000,2021-03-23 03:29:13.000
2727191433,40424563,735000,2021-03-22 02:28:55.000,2021-03-22 02:28:55.000
2729692528,40444410,735000,2021-03-24 17:14:11.000,2021-03-24 17:14:11.000
2728697981,40429443,735000,2021-03-23 17:50:22.000,2021-03-23 17:50:22.000
2728164315,40423338,779664,2021-03-23 01:29:32.000,2021-03-23 01:29:32.000
2725478610,40413822,779664,2021-03-20 21:29:45.000,2021-03-20 21:29:45.000
2723047528,40398108,779664,2021-03-19 01:18:30.000,2021-03-19 01:18:30.000
2723918570,40403699,782820,2021-03-19 19:45:42.000,2021-03-19 19:45:42.000
2729027229,40437449,763742,2021-03-23 23:51:58.000,2021-03-23 23:51:58.000
2727798030,40426322,763742,2021-03-22 19:25:39.000,2021-03-22 19:25:39.000
2728357567,40434433,773279,2021-03-23 07:42:28.000,2021-03-23 07:42:28.000
2723958974,40404080,773279,2021-03-19 20:20:45.000,2021-03-19 20:20:45.000
2728178896,40431617,781867,2021-03-23 01:44:04.000,2021-03-23 01:44:04.000
2726900899,40422454,781811,,2021-03-21 22:05:50.000
2727323930,40426052,779658,2021-03-22 06:18:11.000,2021-03-22 06:18:11.000
2728830698,40423789,779658,2021-03-23 20:22:50.000,2021-03-23 20:22:50.000
2726676121,40421645,755690,2021-03-21 19:23:59.000,2021-03-21 19:23:59.000
2725622368,40408829,755690,2021-03-20 23:28:03.000,2021-03-20 23:28:03.000
2727962432,40431119,755690,2021-03-22 22:22:34.000,2021-03-22 22:22:34.000
2727071337,40423644,755690,2021-03-22 00:34:24.000,2021-03-22 00:34:24.000
2726274915,40419461,755690,2021-03-21 14:56:49.000,2021-03-21 14:56:49.000
2724101673,40403301,755690,2021-03-19 22:22:01.000,2021-03-19 22:22:01.000
2726923573,40423022,764022,2021-03-21 22:24:19.000,2021-03-21 22:24:19.000
2725914141,40416728,764022,2021-03-21 04:15:24.000,2021-03-21 04:15:24.000
2729998239,40447179,764022,2021-03-24 22:08:02.000,2021-03-24 22:08:02.000
2722847858,40395737,764022,2021-03-18 22:43:43.000,2021-03-18 22:43:43.000
2728818619,40423489,780555,2021-03-23 20:07:26.000,2021-03-23 20:07:26.000
2726826807,40412703,791091,2021-03-21 21:09:12.000,2021-03-21 21:09:12.000
2727840615,40405257,791052,2021-03-22 20:12:47.000,2021-03-22 20:12:47.000
2722540073,40395007,773802,2021-03-18 18:45:13.000,2021-03-18 18:45:13.000
2728756237,40410640,773802,2021-03-23 18:53:21.000,2021-03-23 18:53:21.000
2729418799,40424658,789189,2021-03-24 12:46:40.000,2021-03-24 12:46:40.000
2727780302,40417360,789189,2021-03-22 19:06:18.000,2021-03-22 19:06:18.000
2727811762,40412340,789189,2021-03-22 19:39:58.000,2021-03-22 19:39:58.000
2726877917,40400554,789189,2021-03-21 21:47:33.000,2021-03-21 21:47:33.000
2728667650,40419502,789189,2021-03-23 17:11:17.000,2021-03-23 17:11:17.000
2727030774,40402686,789189,2021-03-21 23:58:14.000,2021-03-21 23:58:14.000
2727091685,40412504,789189,2021-03-22 00:53:10.000,2021-03-22 00:53:10.000
2730037681,40431836,789189,2021-03-24 22:45:05.000,2021-03-24 22:45:05.000
2725973673,40402987,789189,2021-03-21 06:37:46.000,2021-03-21 06:37:46.000
2726359204,40411391,789189,2021-03-21 15:48:01.000,2021-03-21 15:48:01.000
2726667498,40403411,789189,2021-03-21 19:17:28.000,2021-03-21 19:17:28.000
2728255525,40407130,789189,2021-03-23 03:11:22.000,2021-03-23 03:11:22.000
2728906363,40439186,779703,2021-03-23 21:54:20.000,2021-03-23 21:54:20.000
2726022827,40402753,785247,2021-03-21 10:50:14.000,2021-03-21 10:50:14.000
2724490014,40408728,777309,2021-03-20 03:52:43.000,2021-03-20 03:52:43.000
2729186214,40434039,777309,2021-03-24 02:52:53.000,2021-03-24 02:52:53.000
2729065705,40439297,777309,2021-03-24 00:35:46.000,2021-03-24 00:35:46.000
2725776550,40415998,777309,2021-03-21 01:45:57.000,2021-03-21 01:45:57.000
2724510197,40402915,724857,2021-03-20 04:17:46.000,2021-03-20 04:17:46.000
2724394375,40407988,762049,2021-03-20 02:20:20.000,2021-03-20 02:20:20.000
2726571773,40415190,762049,2021-03-21 18:16:08.000,2021-03-21 18:16:08.000
2729418864,40443232,762049,2021-03-24 12:46:45.000,2021-03-24 12:46:45.000
2727815762,40430156,762049,2021-03-22 19:44:17.000,2021-03-22 19:44:17.000
2727873985,40418607,762049,,2021-03-22 20:48:19.000
2723221385,40399580,762049,2021-03-19 04:28:42.000,2021-03-19 04:28:42.000
2729319096,40442670,762049,2021-03-24 09:39:44.000,2021-03-24 09:39:44.000
2728805193,40403215,762049,2021-03-23 19:50:15.000,2021-03-23 19:50:15.000
2721887864,40390789,762049,2021-03-18 03:43:54.000,2021-03-18 03:43:54.000
2721915918,40391258,762049,2021-03-18 04:27:10.000,2021-03-18 04:27:10.000
2721924416,40391272,762049,2021-03-18 04:40:58.000,2021-03-18 04:40:58.000
2725057565,40412149,762049,2021-03-20 16:30:52.000,2021-03-20 16:30:52.000
2725301701,40413572,762049,2021-03-20 19:21:04.000,2021-03-20 19:21:04.000
2725474621,40414473,762049,2021-03-20 21:26:31.000,2021-03-20 21:26:31.000
2728644691,40436720,762049,2021-03-23 16:44:54.000,2021-03-23 16:44:54.000
2728764232,40425716,762049,2021-03-23 19:02:33.000,2021-03-23 19:02:33.000
2728407677,40434839,762049,2021-03-23 11:31:49.000,2021-03-23 11:31:49.000
2728479409,40432354,762049,2021-03-23 13:27:40.000,2021-03-23 13:27:40.000
2726886222,40422606,762049,2021-03-21 21:54:33.000,2021-03-21 21:54:33.000
2730073345,40447728,762049,2021-03-24 23:17:23.000,2021-03-24 23:17:23.000
2727254179,40425235,762049,2021-03-22 03:43:29.000,2021-03-22 03:43:29.000
2727444055,40427324,762049,2021-03-22 13:00:27.000,2021-03-22 13:00:27.000
2727500222,40427612,762049,2021-03-22 14:08:15.000,2021-03-22 14:08:15.000
2729545986,40441021,762049,2021-03-24 14:59:23.000,2021-03-24 14:59:23.000
2725949405,40400789,762049,2021-03-21 05:24:31.000,2021-03-21 05:24:31.000
2725973438,40417651,762049,2021-03-21 06:36:58.000,2021-03-21 06:36:58.000
2726047947,40418419,762049,2021-03-21 11:46:34.000,2021-03-21 11:46:34.000
2727929323,40421920,762049,2021-03-22 21:50:15.000,2021-03-22 21:50:15.000
2729142408,40392064,762049,2021-03-24 01:59:57.000,2021-03-24 01:59:57.000
2729195368,40441239,762049,2021-03-24 03:04:15.000,2021-03-24 03:04:15.000
2729291214,40442428,762049,2021-03-24 07:18:15.000,2021-03-24 07:18:15.000
2729312955,40442646,762049,2021-03-24 09:13:52.000,2021-03-24 09:13:52.000
2722541013,40394973,762049,2021-03-18 18:46:04.000,2021-03-18 18:46:04.000
2729790104,40445393,762049,2021-03-24 18:52:01.000,2021-03-24 18:52:01.000
2724968984,40411634,762049,2021-03-20 15:36:40.000,2021-03-20 15:36:40.000
2728328437,40417399,689298,,2021-03-23 05:30:22.000
2729632975,40444472,774743,2021-03-24 16:15:53.000,2021-03-24 16:15:53.000
2725687552,40415530,743118,2021-03-21 00:25:52.000,2021-03-21 00:25:52.000
2721874255,40390873,743118,2021-03-18 03:25:06.000,2021-03-18 03:25:06.000
2723942025,40403941,743118,2021-03-19 20:05:49.000,2021-03-19 20:05:49.000
2724600206,40398108,789809,2021-03-20 08:08:58.000,2021-03-20 08:08:58.000
2725956002,40391340,789809,2021-03-21 05:42:16.000,2021-03-21 05:42:16.000
2727078465,40421635,789809,2021-03-22 00:41:12.000,2021-03-22 00:41:12.000
2725292262,40411686,789809,2021-03-20 19:13:15.000,2021-03-20 19:13:15.000
2724486988,40393811,776369,2021-03-20 03:49:18.000,2021-03-20 03:49:18.000
2724507609,40402915,735000,2021-03-20 04:14:09.000,2021-03-20 04:14:09.000
2727097954,40424076,779664,2021-03-22 00:59:07.000,2021-03-22 00:59:07.000
2722280341,40393577,779664,2021-03-18 15:23:56.000,2021-03-18 15:23:56.000
2724570125,40409286,779664,2021-03-20 06:14:47.000,2021-03-20 06:14:47.000
2725939074,40413159,779664,2021-03-21 05:01:09.000,2021-03-21 05:01:09.000
2726923870,40422998,744787,2021-03-21 22:24:36.000,2021-03-21 22:24:36.000
2723826826,40402915,724789,2021-03-19 18:25:16.000,2021-03-19 18:25:16.000
2726868509,40420461,763742,2021-03-21 21:40:01.000,2021-03-21 21:40:01.000
2729272864,40439625,773279,2021-03-24 05:50:35.000,2021-03-24 05:50:35.000
2727184209,40424563,773279,2021-03-22 02:21:25.000,2021-03-22 02:21:25.000
2724828662,40410985,773279,2021-03-20 14:04:44.000,2021-03-20 14:04:44.000
2726661033,40421498,773279,2021-03-21 19:13:09.000,2021-03-21 19:13:09.000
2722950511,40393203,773279,2021-03-18 23:59:53.000,2021-03-18 23:59:53.000
2728356447,40418782,754379,2021-03-23 07:34:26.000,2021-03-23 07:34:26.000
2725249991,40391815,779658,2021-03-20 18:41:44.000,2021-03-20 18:41:44.000
2723273609,40400202,755690,2021-03-19 06:42:39.000,2021-03-19 06:42:39.000
2726604614,40421086,755690,2021-03-21 18:37:22.000,2021-03-21 18:37:22.000
2723265484,40400077,755690,2021-03-19 06:10:48.000,2021-03-19 06:10:48.000
2728676885,40427535,755690,2021-03-23 17:21:05.000,2021-03-23 17:21:05.000
2723802846,40394871,755690,2021-03-19 18:05:28.000,2021-03-19 18:05:28.000
2724255123,40407050,755690,2021-03-20 00:25:19.000,2021-03-20 00:25:19.000
2723998538,40402052,755690,2021-03-19 20:55:54.000,2021-03-19 20:55:54.000
2727820500,40429588,764022,2021-03-22 19:49:31.000,2021-03-22 19:49:31.000
2729009464,40428703,791091,2021-03-23 23:33:14.000,2021-03-23 23:33:14.000
2730006917,40447117,791091,2021-03-24 22:16:21.000,2021-03-24 22:16:21.000
